Cell Lineage Tracing and Cellular Diversity in Humans.|32413272|http://www.annualreviews.org/eprint/CFKKEFS5PTNNW4XGQXKC/full/10.1146/annurev-genom-083118-015241
Early developmental asymmetries in cell lineage trees in living individuals.|33737484|https://www.science.org/stoken/author-tokens/ST-24/full
